OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
541,06,037,271600,06037271600,2716,Census Tract 2716,G5020,S,901110,4341,+34.0210549,-118.4304607,1321383.65234,4629.3020244,A06037271600,271600,,40,US,541,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
542,06,037,124300,06037124300,1243,Census Tract 1243,G5020,S,891002,0,+34.1757378,-118.3642963,1305009.19141,4631.8697159,A06037124300,124300,,41,US,542,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
543,06,037,535400,06037535400,5354,Census Tract 5354,G5020,S,771064,0,+33.9537540,-118.2348542,1123493.89844,5886.97436714,A06037535400,535400,,42,US,543,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
544,06,037,115302,06037115302,1153.02,Census Tract 1153.02,G5020,S,832983,4830,+34.2259651,-118.5503049,1228562.52734,4640.0275539,A06037115302,115302,,43,US,544,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
545,06,037,189800,06037189800,1898,Census Tract 1898,G5020,S,729738,0,+34.0982924,-118.3590366,1066876.46484,4672.72990062,A06037189800,189800,,44,US,545,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,28
546,06,037,294620,06037294620,2946.20,Census Tract 2946.20,G5020,S,841598,0,+33.7874696,-118.2479267,1221541.82422,4656.65181115,A06037294620,294620,,45,US,546,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
547,06,037,141202,06037141202,1412.02,Census Tract 1412.02,G5020,S,700175,0,+34.1471798,-118.4423602,1024825.63281,4665.74815577,A06037141202,141202,,46,US,547,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
548,06,037,188300,06037188300,1883,Census Tract 1883,G5020,S,905660,17207,+34.1207814,-118.2647639,1349939.47656,4679.91025216,A06037188300,188300,,47,US,548,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
549,06,037,101220,06037101220,1012.20,Census Tract 1012.20,G5020,S,698886,0,+34.2516083,-118.2816328,1025452.11719,4688.60706504,A06037101220,101220,,48,US,549,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
550,06,037,234501,06037234501,2345.01,Census Tract 2345.01,G5020,S,751799,0,+33.9974948,-118.3244351,1096539.41016,4689.2514274,A06037234501,234501,,49,US,550,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
551,06,037,271902,06037271902,2719.02,Census Tract 2719.02,G5020,S,924201,0,+34.0096289,-118.4316771,1348382.5,4694.01020564,A06037271902,271902,,0,US,551,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,32
552,06,037,139401,06037139401,1394.01,Census Tract 1394.01,G5020,S,907259,0,+34.1696955,-118.5375830,1328630.45312,4694.12680132,A06037139401,139401,,1,US,552,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
553,06,037,218110,06037218110,2181.10,Census Tract 2181.10,G5020,S,598601,0,+34.0443254,-118.3275531,874049.871094,4697.30734271,A06037218110,218110,,2,US,553,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
554,06,037,220000,06037220000,2200,Census Tract 2200,G5020,S,971788,0,+34.0278406,-118.3401928,1418416.49609,4705.56700554,A06037220000,220000,,3,US,554,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
555,06,037,123203,06037123203,1232.03,Census Tract 1232.03,G5020,S,583709,3900,+34.1967006,-118.3916113,861056.039062,4708.68306745,A06037123203,123203,,4,US,555,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
556,06,037,231500,06037231500,2315,Census Tract 2315,G5020,S,919207,0,+34.0072777,-118.3108266,1341017.53906,4709.73193946,A06037231500,231500,,5,US,556,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
557,06,037,192002,06037192002,1920.02,Census Tract 1920.02,G5020,S,858326,0,+34.0835415,-118.3553201,1254436.05859,4719.92003456,A06037192002,192002,,6,US,557,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
558,06,037,240020,06037240020,2400.20,Census Tract 2400.20,G5020,S,719414,403,+33.9542460,-118.2640479,1048836.52734,4722.74644167,A06037240020,240020,,7,US,558,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
559,06,037,221402,06037221402,2214.02,Census Tract 2214.02,G5020,S,532313,0,+34.0384431,-118.3090474,777154.886719,4726.88404428,A06037221402,221402,,8,US,559,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,20
560,06,037,294200,06037294200,2942,Census Tract 2942,G5020,S,953769,0,+33.7948377,-118.2693892,1384592.88672,4735.24011187,A06037294200,294200,,9,US,560,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,77
561,06,037,207900,06037207900,2079,Census Tract 2079,G5020,S,903059,0,+34.0405275,-118.2601677,1318488.20312,4728.45957611,A06037207900,207900,,10,US,561,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
562,06,037,183221,06037183221,1832.21,Census Tract 1832.21,G5020,S,706761,0,+34.1254321,-118.1909386,1033940.25,4729.55087556,A06037183221,183221,,11,US,562,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,52
563,06,037,267902,06037267902,2679.02,Census Tract 2679.02,G5020,S,778072,0,+34.0475522,-118.4201983,1136183.99219,4736.91647997,A06037267902,267902,,12,US,563,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
564,06,037,217100,06037217100,2171,Census Tract 2171,G5020,S,897833,0,+34.0489658,-118.3545296,1311117.26562,4754.95389569,A06037217100,217100,,13,US,564,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
565,06,037,187101,06037187101,1871.01,Census Tract 1871.01,G5020,S,760497,27646,+34.1160806,-118.2602407,1152725.15234,4760.49239438,A06037187101,187101,,14,US,565,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
566,06,037,119201,06037119201,1192.01,Census Tract 1192.01,G5020,S,947368,4796,+34.2462338,-118.4406390,1396917.23438,4781.39052324,A06037119201,119201,,15,US,566,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,84
567,06,037,241002,06037241002,2410.02,Census Tract 2410.02,G5020,S,707356,0,+33.9252619,-118.2614024,1029989.84766,4782.22240434,A06037241002,241002,,16,US,567,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
568,06,037,107010,06037107010,1070.10,Census Tract 1070.10,G5020,S,684671,0,+34.3020803,-118.4467204,1005791.81641,4792.95965712,A06037107010,107010,,17,US,568,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
569,06,037,189500,06037189500,1895,Census Tract 1895,G5020,S,592248,0,+34.1084103,-118.3212812,866071.433594,4797.14198558,A06037189500,189500,,18,US,569,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
570,06,037,115404,06037115404,1154.04,Census Tract 1154.04,G5020,S,946597,6707,+34.2255624,-118.5416703,1397885.71094,4803.56426374,A06037115404,115404,,19,US,570,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
571,06,037,275400,06037275400,2754,Census Tract 2754,G5020,S,750989,0,+33.9906137,-118.4391729,1095181.91016,4811.79087905,A06037275400,275400,,20,US,571,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,77
572,06,037,123303,06037123303,1233.03,Census Tract 1233.03,G5020,S,633404,0,+34.1972751,-118.4116037,928188.796875,4814.27310267,A06037123303,123303,,21,US,572,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
573,06,037,135113,06037135113,1351.13,Census Tract 1351.13,G5020,S,643588,0,+34.1810128,-118.6059584,942750.527344,4819.15158133,A06037135113,135113,,22,US,573,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,74
574,06,037,211500,06037211500,2115,Census Tract 2115,G5020,S,909037,0,+34.0724565,-118.3152596,1328207.48047,4826.36984603,A06037211500,211500,,23,US,574,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,20
575,06,037,237800,06037237800,2378,Census Tract 2378,G5020,S,972785,0,+33.9709601,-118.2981214,1417985.41797,4834.48785037,A06037237800,237800,,24,US,575,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
576,06,037,123700,06037123700,1237,Census Tract 1237,G5020,S,952358,0,+34.1848596,-118.4095169,1395176.57422,4836.78871402,A06037123700,123700,,25,US,576,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
577,06,037,125320,06037125320,1253.20,Census Tract 1253.20,G5020,S,632483,0,+34.1666766,-118.3701945,926165.289062,4840.40251274,A06037125320,125320,,26,US,577,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
578,06,037,121020,06037121020,1210.20,Census Tract 1210.20,G5020,S,824528,0,+34.2121224,-118.4020620,1208685.89453,4845.8010454,A06037121020,121020,,27,US,578,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
579,06,037,206300,06037206300,2063,Census Tract 2063,G5020,S,616656,0,+34.0411108,-118.2432134,900344.71875,4850.99077673,A06037206300,206300,,28,US,579,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
580,06,037,134520,06037134520,1345.20,Census Tract 1345.20,G5020,S,950602,16628,+34.1982940,-118.5996400,1417378.30469,4854.53328949,A06037134520,134520,,29,US,580,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
581,06,037,132001,06037132001,1320.01,Census Tract 1320.01,G5020,S,968646,0,+34.1920691,-118.5141950,1419282.96484,4863.96934436,A06037132001,132001,,30,US,581,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
582,06,037,191710,06037191710,1917.10,Census Tract 1917.10,G5020,S,705302,3325,+34.0854739,-118.3192295,1035723.82422,4865.24242431,A06037191710,191710,,31,US,582,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,20
583,06,037,127805,06037127805,1278.05,Census Tract 1278.05,G5020,S,614498,0,+34.1921963,-118.4576889,900370.917969,4865.3549305,A06037127805,127805,,32,US,583,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
584,06,037,124400,06037124400,1244,Census Tract 1244,G5020,S,961439,14163,+34.1739658,-118.4114177,1428860.90234,4869.71461503,A06037124400,124400,,33,US,584,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
585,06,037,128802,06037128802,1288.02,Census Tract 1288.02,G5020,S,971146,0,+34.1684788,-118.4552597,1422152.57031,4875.48852541,A06037128802,128802,,34,US,585,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
586,06,037,124201,06037124201,1242.01,Census Tract 1242.01,G5020,S,972593,0,+34.1848664,-118.3746763,1424817.39062,4875.67607011,A06037124201,124201,,35,US,586,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
587,06,037,238100,06037238100,2381,Census Tract 2381,G5020,S,983749,0,+33.9636280,-118.3111989,1433717.57031,4880.56343966,A06037238100,238100,,36,US,587,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
588,06,037,237900,06037237900,2379,Census Tract 2379,G5020,S,979778,0,+33.9709293,-118.3111925,1428178.03125,4879.06409281,A06037237900,237900,,37,US,588,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
589,06,037,128500,06037128500,1285,Census Tract 1285,G5020,S,973791,0,+34.1703043,-118.4443439,1426087.55469,4880.3334274,A06037128500,128500,,38,US,589,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
590,06,037,104103,06037104103,1041.03,Census Tract 1041.03,G5020,S,949109,0,+34.2820993,-118.3925764,1393597.67578,4886.68459106,A06037104103,104103,,39,US,590,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,87
591,06,037,219902,06037219902,2199.02,Census Tract 2199.02,G5020,S,798150,2669,+34.0296515,-118.3698125,1168923.91016,4894.87237761,A06037219902,219902,,40,US,591,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
592,06,037,134720,06037134720,1347.20,Census Tract 1347.20,G5020,S,989535,0,+34.2046449,-118.5688121,1450310.03125,4906.24213888,A06037134720,134720,,41,US,592,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
593,06,037,183220,06037183220,1832.20,Census Tract 1832.20,G5020,S,535234,0,+34.1199723,-118.1892861,782907.875,4907.77036697,A06037183220,183220,,42,US,593,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,52
594,06,037,271702,06037271702,2717.02,Census Tract 2717.02,G5020,S,697727,8791,+34.0251282,-118.4259054,1031168.72656,4908.23149232,A06037271702,271702,,43,US,594,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
595,06,037,204700,06037204700,2047,Census Tract 2047,G5020,S,1011065,0,+34.0309821,-118.2124515,1475845.42969,4912.48645874,A06037204700,204700,,44,US,595,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
596,06,037,270100,06037270100,2701,Census Tract 2701,G5020,S,571964,0,+34.0273406,-118.3959623,834822.179688,4919.36699369,A06037270100,270100,,45,US,596,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
597,06,037,214000,06037214000,2140,Census Tract 2140,G5020,S,1011538,0,+34.0748535,-118.3485020,1478049.94141,4921.83838374,A06037214000,214000,,46,US,597,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
598,06,037,122120,06037122120,1221.20,Census Tract 1221.20,G5020,S,719824,0,+34.2107757,-118.3719094,1055163.67578,4927.90867898,A06037122120,122120,,47,US,598,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
599,06,037,237300,06037237300,2373,Census Tract 2373,G5020,S,997691,0,+33.9782832,-118.3110714,1454537.85938,4951.38350008,A06037237300,237300,,48,US,599,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
600,06,037,123103,06037123103,1231.03,Census Tract 1231.03,G5020,S,900961,1374,+34.1921320,-118.3654030,1322074.63672,4952.6213057,A06037123103,123103,,49,US,600,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
601,06,037,109603,06037109603,1096.03,Census Tract 1096.03,G5020,S,998887,0,+34.2536518,-118.4654157,1465709.54688,4954.25348778,A06037109603,109603,,0,US,601,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
602,06,037,123304,06037123304,1233.04,Census Tract 1233.04,G5020,S,879083,0,+34.1965389,-118.4060882,1288182.40234,4957.76954453,A06037123304,123304,,1,US,602,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
603,06,037,212702,06037212702,2127.02,Census Tract 2127.02,G5020,S,880619,0,+34.0585147,-118.3261907,1286264.94922,4962.09480627,A06037212702,212702,,2,US,603,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,32
604,06,037,135111,06037135111,1351.11,Census Tract 1351.11,G5020,S,1026009,13694,+34.1924609,-118.6102388,1523399.12891,4965.28167627,A06037135111,135111,,3,US,604,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,84
605,06,037,127806,06037127806,1278.06,Census Tract 1278.06,G5020,S,683182,0,+34.1885731,-118.4572359,1000926.19922,4968.58076511,A06037127806,127806,,4,US,605,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
606,06,037,143603,06037143603,1436.03,Census Tract 1436.03,G5020,S,491490,33975,+34.1442858,-118.3727317,769062.722656,4970.53982665,A06037143603,143603,,5,US,606,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
607,06,037,127711,06037127711,1277.11,Census Tract 1277.11,G5020,S,947643,0,+34.1879662,-118.4698306,1388367.71484,5000.712918,A06037127711,127711,,6,US,607,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
608,06,037,222700,06037222700,2227,Census Tract 2227,G5020,S,817401,0,+34.0209197,-118.2856809,1192879.63672,5003.2427803,A06037222700,222700,,7,US,608,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
609,06,037,294900,06037294900,2949,Census Tract 2949,G5020,S,644545,0,+33.7748702,-118.2774453,935257.246094,5004.03276309,A06037294900,294900,,8,US,609,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
610,06,037,111100,06037111100,1111,Census Tract 1111,G5020,S,1059245,0,+34.2683099,-118.4950694,1554810.83594,5005.30555507,A06037111100,111100,,9,US,610,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,80
611,06,037,134304,06037134304,1343.04,Census Tract 1343.04,G5020,S,1020444,0,+34.2139330,-118.6102868,1495938.25781,5011.35314551,A06037134304,134304,,10,US,611,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,65
612,06,037,134002,06037134002,1340.02,Census Tract 1340.02,G5020,S,740801,12734,+34.2026924,-118.5855271,1104341.23828,5032.55697285,A06037134002,134002,,11,US,612,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
613,06,037,123010,06037123010,1230.10,Census Tract 1230.10,G5020,S,1015849,0,+34.2027436,-118.3745717,1488814.01562,5034.67574779,A06037123010,123010,,12,US,613,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
614,06,037,206032,06037206032,2060.32,Census Tract 2060.32,G5020,S,959087,24034,+34.0464409,-118.2247054,1435599.125,5036.51280471,A06037206032,206032,,13,US,614,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
615,06,037,106648,06037106648,1066.48,Census Tract 1066.48,G5020,S,792928,0,+34.2930983,-118.4558345,1164574.07812,5043.83901984,A06037106648,106648,,14,US,615,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
616,06,037,113321,06037113321,1133.21,Census Tract 1133.21,G5020,S,1048366,17,+34.2533539,-118.5918392,1538332.38281,5043.26620446,A06037113321,113321,,15,US,616,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,84
617,06,037,117201,06037117201,1172.01,Census Tract 1172.01,G5020,S,791653,0,+34.2426809,-118.4700957,1161325.39062,5058.28962988,A06037117201,117201,,16,US,617,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
618,06,037,117102,06037117102,1171.02,Census Tract 1171.02,G5020,S,1032683,6067,+34.2481946,-118.4598237,1523943.12109,5065.19833871,A06037117102,117102,,17,US,618,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
619,06,037,273902,06037273902,2739.02,Census Tract 2739.02,G5020,S,904448,286125,+33.9832035,-118.4661393,1735943.68359,6031.03268815,A06037273902,273902,,18,US,619,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
620,06,037,143604,06037143604,1436.04,Census Tract 1436.04,G5020,S,534143,27731,+34.1415453,-118.3675726,822292.246094,5082.93408275,A06037143604,143604,,19,US,620,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
621,06,037,195201,06037195201,1952.01,Census Tract 1952.01,G5020,S,600824,0,+34.1087422,-118.2785167,878617.941406,5084.08023784,A06037195201,195201,,20,US,621,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
622,06,037,104822,06037104822,1048.22,Census Tract 1048.22,G5020,S,604352,0,+34.2458703,-118.4209447,886628.648438,5084.59904668,A06037104822,104822,,21,US,622,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
623,06,037,296500,06037296500,2965,Census Tract 2965,G5020,S,902420,6249,+33.7480876,-118.2927139,1317703.13281,5094.48527686,A06037296500,296500,,22,US,623,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
624,06,037,201120,06037201120,2011.20,Census Tract 2011.20,G5020,S,792168,0,+34.0949800,-118.1636459,1158052.76953,5126.2446801,A06037201120,201120,,23,US,624,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
625,06,037,128601,06037128601,1286.01,Census Tract 1286.01,G5020,S,681877,0,+34.1784585,-118.4410822,998768.207031,5099.71096961,A06037128601,128601,,24,US,625,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,33
626,06,037,199700,06037199700,1997,Census Tract 1997,G5020,S,937116,33464,+34.0678503,-118.2202429,1417969.60547,5109.23938049,A06037199700,199700,,25,US,626,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,33
627,06,037,238200,06037238200,2382,Census Tract 2382,G5020,S,1026629,0,+33.9634958,-118.2979777,1496208.58984,5107.92002463,A06037238200,238200,,26,US,627,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
628,06,037,224010,06037224010,2240.10,Census Tract 2240.10,G5020,S,830398,0,+34.0367636,-118.2658976,1212290.07031,5117.2410927,A06037224010,224010,,27,US,628,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
629,06,037,293201,06037293201,2932.01,Census Tract 2932.01,G5020,S,1066349,4455,+33.8308864,-118.3051300,1555793.51953,5145.80134399,A06037293201,293201,,28,US,629,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
630,06,037,197700,06037197700,1977,Census Tract 1977,G5020,S,701770,0,+34.0685435,-118.2457754,1025270.24219,5130.59993094,A06037197700,197700,,29,US,630,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
631,06,037,216200,06037216200,2162,Census Tract 2162,G5020,S,964419,0,+34.0571243,-118.3482415,1408616.14844,5145.15671784,A06037216200,216200,,30,US,631,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
632,06,037,119001,06037119001,1190.01,Census Tract 1190.01,G5020,S,1016689,56537,+34.2351095,-118.4203143,1573995.23438,5154.60604038,A06037119001,119001,,31,US,632,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,80
633,06,037,134101,06037134101,1341.01,Census Tract 1341.01,G5020,S,1065781,0,+34.2143034,-118.5666433,1562419.73828,5157.20943919,A06037134101,134101,,32,US,633,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,69
634,06,037,241202,06037241202,2412.02,Census Tract 2412.02,G5020,S,1163226,0,+33.9334312,-118.2857529,1694104.46875,5162.11478872,A06037241202,241202,,33,US,634,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
635,06,037,300902,06037300902,3009.02,Census Tract 3009.02,G5020,S,4391554,7548,+34.1545652,-118.2003124,6439915.53125,13606.8891806,A06037300902,300902,,34,US,635,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
636,06,037,124500,06037124500,1245,Census Tract 1245,G5020,S,807913,0,+34.1722741,-118.4267703,1183221.46875,5184.92249607,A06037124500,124500,,35,US,636,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
637,06,037,214100,06037214100,2141,Census Tract 2141,G5020,S,1108280,0,+34.0746639,-118.3392739,1619401.34766,5207.29036986,A06037214100,214100,,36,US,637,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,29
638,06,037,141304,06037141304,1413.04,Census Tract 1413.04,G5020,S,712236,0,+34.1510010,-118.4526294,1042572.46094,5215.89228563,A06037141304,141304,,37,US,638,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
639,06,037,296401,06037296401,2964.01,Census Tract 2964.01,G5020,S,986904,1098,+33.7411716,-118.3150067,1432524.96484,5223.27203899,A06037296401,296401,,38,US,639,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,66
640,06,037,133000,06037133000,1330,Census Tract 1330,G5020,S,997188,5043,+34.1960820,-118.5571125,1468597.98438,5227.33828687,A06037133000,133000,,39,US,640,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,66
641,06,037,119400,06037119400,1194,Census Tract 1194,G5020,S,1117289,4269,+34.2378874,-118.4353682,1645182.78516,5229.32413367,A06037119400,119400,,40,US,641,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,74
642,06,037,131100,06037131100,1311,Census Tract 1311,G5020,S,1101828,0,+34.2146244,-118.5056231,1615275.82812,5236.0375653,A06037131100,131100,,41,US,642,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,75
643,06,037,293301,06037293301,2933.01,Census Tract 2933.01,G5020,S,844979,0,+33.8111773,-118.3038284,1227123.83594,5251.88965176,A06037293301,293301,,42,US,643,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
644,06,037,123602,06037123602,1236.02,Census Tract 1236.02,G5020,S,927752,0,+34.1812199,-118.4263255,1359008.6875,5238.36107026,A06037123602,123602,,43,US,644,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
645,06,037,185320,06037185320,1853.20,Census Tract 1853.20,G5020,S,587863,2709,+34.0887194,-118.2242419,863213.679688,5239.53110601,A06037185320,185320,,44,US,645,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
646,06,037,113212,06037113212,1132.12,Census Tract 1132.12,G5020,S,998550,0,+34.2606831,-118.6024264,1465455.03516,5241.95795304,A06037113212,113212,,45,US,646,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,78
